Episode,Time,UE x,UE y,UE SINR,BS TX Power,Beam Index,Action,Cumul. Reward,Done,Abort,Loss,Q
53.0,2.0,-50.699142471237735,41.454438294669316,21.65,46.72,3.0,0.0,-5.0,0.0,1.0,2.369984745979309,19.10898408293724
54.0,1.0,-146.636508191007,140.11445946444263,10.46,8.59,2.0,1.0,2.0,0.0,0.0,2.074957996606827,19.6427983045578
54.0,2.0,-146.5012685695685,139.87182653464882,7.65,10.81,3.0,0.0,4.0,0.0,0.0,2.074957996606827,19.6427983045578
54.0,3.0,-146.43111354726858,139.60305383016927,0.13,13.61,0.0,0.0,6.0,0.0,0.0,2.074957996606827,19.6427983045578
54.0,4.0,-146.70877950448323,139.59517283840245,-16.33,17.13,1.0,0.0,1.0,0.0,1.0,2.074957996606827,19.6427983045578
55.0,1.0,120.84035676280347,-35.948930571405135,16.8,12.25,3.0,0.0,17.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,2.0,120.59667638926325,-35.815587519923405,19.38,15.42,0.0,0.0,34.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,3.0,120.31902903886883,-35.824098844504164,6.72,19.41,1.0,0.0,36.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,4.0,120.1705231747751,-35.58935110296671,-0.11,24.44,2.0,0.0,38.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,5.0,120.4292543747486,-35.48826371509149,21.15,30.77,3.0,0.0,55.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,6.0,120.15816171941977,-35.42768924807837,29.12,38.74,0.0,0.0,72.0,0.0,0.0,1.9562429530279977,20.140526213816234
55.0,7.0,119.88907007019704,-35.49661078423181,14.39,48.77,1.0,0.0,67.0,0.0,1.0,1.9562429530279977,20.140526213816234
56.0,1.0,-102.71741451648118,136.5551979294623,-163.72,17.09,2.0,1.0,-5.0,0.0,1.0,2.3750927448272705,20.339576959609985
57.0,1.0,-38.934413376172024,135.9660942983702,20.65,32.91,1.0,3.0,0.0,0.0,0.0,1.7737709283828735,20.47689178586006
57.0,2.0,-39.148419605012556,135.78900158862578,-171.61,26.14,2.0,1.0,-5.0,0.0,1.0,1.7737709283828735,20.47689178586006
58.0,1.0,-102.16114449607582,-128.90849743886105,-3.84,2.32,1.0,2.0,-5.0,0.0,1.0,3.3413538932800293,20.150797426700592
59.0,1.0,-140.38131333415527,66.65753073860317,-7.87,14.65,3.0,1.0,-5.0,0.0,1.0,1.8209943771362305,20.50078257918358
60.0,1.0,126.63927091337182,53.45704410105615,22.31,20.58,1.0,1.0,17.0,0.0,0.0,2.9117045402526855,20.122632898390293
60.0,2.0,126.90738089018532,53.384397462040816,-6.48,16.35,2.0,1.0,12.0,0.0,1.0,2.9117045402526855,20.122632898390293
